name,url,grade,city,country,address,locality,region,postal,lat,lon,place_id
ABaC,https://guide.michelin.com/en/catalunya/barcelona/restaurant/abac,3_star,Barcelona,Spain,Avenida del Tibidabo 1 Barcelona Catalonia 08022 ESP,Barcelona,Catalonia,08022,41.4106347,2.1363587,ChIJjZxWjQ-YpBIR_xbBOD9lZ1k
Alléno Paris au Pavillon Ledoyen,https://guide.michelin.com/en/ile-de-france/paris/restaurant/alleno-paris-au-pavillon-ledoyen,3_star,Paris,France,8 avenue Dutuit Paris Ile-de-France 75008 FRA,Paris,Ile-de-France,75008,48.8662387,2.3164818,ChIJNb0Vrftv5kcRMegtKrTeefg
Amador,https://guide.michelin.com/en/vienna/wien/restaurant/amador,3_star,Vienna,Austria,Grinzinger Straße 86 Vienna Vienna 1190 AUT,Vienna,Vienna,1190,48.2539302,16.3586121,ChIJUV5dfRgGbUcRXHN5xPvHT-U
Cocina Hermanos Torres,https://guide.michelin.com/en/catalunya/barcelona/restaurant/cocina-hermanos-torres,3_star,Barcelona,Spain,Taquígraf Serra 20 Barcelona Catalonia 08029 ESP,Barcelona,Catalonia,08029,41.3864925,2.1401248,ChIJrcC3iq2ZpBIRyVqXiw2N8XU
Disfrutar,https://guide.michelin.com/en/catalunya/barcelona/restaurant/disfrutar,3_star,Barcelona,Spain,Villarroel 163 Barcelona Catalonia 08036 ESP,Barcelona,Catalonia,08036,41.3878056,2.1531881,ChIJTSzGu4WipBIRkznre9Zwis0
DiverXO,https://guide.michelin.com/en/comunidad-de-madrid/madrid/restaurant/diverxo,3_star,Madrid,Spain,Padre Damián 23 Madrid Community of Madrid 28036 ESP,Madrid,Community of Madrid,28036,40.4578992,-3.6857765,ChIJfUIagAMpQg0RRYLx9K82nJc
Enoteca Pinchiorri,https://guide.michelin.com/en/toscana/firenze/restaurant/enoteca-pinchiorri,3_star,Florence,Italy,via Ghibellina 87 Florence Tuscany 50122 ITA,Florence,Tuscany,50122,43.77,11.2622222,ChIJJ9GCOAZUKhMRhWUgMfpfvX4
HAJIME,https://guide.michelin.com/en/osaka-region/osaka/restaurant/hajime,3_star,Osaka,Japan,"1-9-11 Edobori, Nishi-ku Osaka Osaka 550-0002 JPN",Osaka,Osaka,550-0002,34.6887132,135.4960574,ChIJDQRP2frmAGARBw_HFaCnauI
Harutaka,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/harutaka,3_star,Tokyo,Japan,"6F, 8-3-1 Ginza, Chuo-ku Tokyo Tokyo 104-0061 JPN",Tokyo,Tokyo,104-0061,35.6692281,139.7592488,ChIJ04DI3-iLGGARdv1aRxgdFO0
Hélène Darroze at The Connaught,https://guide.michelin.com/en/greater-london/london/restaurant/helene-darroze-at-the-connaught,3_star,London,United Kingdom,"Carlos Place, Mayfair London Greater London W1K 2AL GBR",London,Greater London,W1K 2AL,51.5101843,-0.1497608,ChIJNdaqLSwFdkgRcp3iqGlL6Ek
JAN,https://guide.michelin.com/en/bayern/mnchen/restaurant/jan-1204321,3_star,Munich,Germany,Luisenstraße 27 Munich Bavaria 80333 DEU,Munich,Bavaria,80333,48.1447926,11.5629595,ChIJrW8egwN1nkcRcSAVCJYQpZY
Joël Robuchon,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/joel-robuchon-1193981,3_star,Tokyo,Japan,"Yebisu Garden Place, 1-13-1 Mita, Meguro-ku Tokyo Tokyo 153-0062 JPN",Tokyo,Tokyo,153-0062,35.6419322,139.7145827,ChIJGQRJhBaLGGAR5ZTJp9mQgtQ
Kagurazaka Ishikawa,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/kagurazaka-ishikawa,3_star,Tokyo,Japan,"5-37 Kagurazaka, Shinjuku-ku Tokyo Tokyo 162-0825 JPN",Tokyo,Tokyo,162-0825,35.7012024,139.7394666,ChIJa0WEW1qMGGARPztXG-uvYjI
Kanda,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/kanda,3_star,Tokyo,Japan,"1F, Toranomon Hills Residential Tower, 1-1-1 Atago, Minato-ku Tokyo Tokyo 105-0002 JPN",Tokyo,Tokyo,105-0002,35.6658899,139.7481676,ChIJP-dHJnSLGGAR6lRM5169Uj0
Kei,https://guide.michelin.com/en/ile-de-france/paris/restaurant/kei,3_star,Paris,France,5 rue Coq-Héron Paris Ile-de-France 75001 FRA,Paris,Ile-de-France,75001,48.864358,2.3420827,ChIJqTnaAiNu5kcRQsRFgf8qeoA
Lasarte,https://guide.michelin.com/en/catalunya/barcelona/restaurant/lasarte,3_star,Barcelona,Spain,Mallorca 259 Barcelona Catalonia 08008 ESP,Barcelona,Catalonia,08008,41.3936111,2.1619444,ChIJ06Abq5OipBIRAAbiw3cStt8
Le Cinq,https://guide.michelin.com/en/ile-de-france/paris/restaurant/le-cinq6102,3_star,Paris,France,"Four Seasons Hotel George V, 31 avenue George-V Paris Ile-de-France 75008 FRA",Paris,Ile-de-France,75008,48.868849,2.300683,ChIJqTQzIehv5kcRaF3hD1SzX5A
Le Gabriel - La Réserve Paris,https://guide.michelin.com/en/ile-de-france/paris/restaurant/le-gabriel476630,3_star,Paris,France,"La Réserve Paris, 42 avenue Gabriel Paris Ile-de-France 75008 FRA",Paris,Ile-de-France,75008,48.8697972,2.3133111,ChIJA1PHDM9v5kcRsdD0Snjw06k
Mingles,https://guide.michelin.com/en/seoul-capital-area/kr-seoul/restaurant/mingles,3_star,Seoul,South Korea,"2F, 19 Dosan-daero 67-gil, Gangnam-gu Seoul Seoul Capital Area 06016 KOR",Seoul,Seoul Capital Area,06016,37.5253386,127.0441452,ChIJjXuM24mjfDURSwmouRnxNlM
Myojaku,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/myojaku,3_star,Tokyo,Japan,"B1F, 3-2-34 Nishiazabu, Minato-ku Tokyo Tokyo 106-0031 JPN",Tokyo,Tokyo,106-0031,35.6594287,139.7266965,ChIJxxsn3a-LGGARYqb5FTmUL98
Plénitude - Cheval Blanc Paris,https://guide.michelin.com/en/ile-de-france/paris/restaurant/plenitude-cheval-blanc-paris,3_star,Paris,France,"Cheval Blanc Paris, 8 quai du Louvre Paris Ile-de-France 75001 FRA",Paris,Ile-de-France,75001,48.8588971,2.3420459,ChIJE6y1dkBv5kcRhZB0rsUidCQ
RyuGin,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/ryugin-1194232,3_star,Tokyo,Japan,"7F, Tokyo Midtown Hibiya, 1-1-2 Yurakucho, Chiyoda-ku Tokyo Tokyo 100-0006 JPN",Tokyo,Tokyo,100-0006,35.6742704,139.7592781,ChIJaZF5wHmLGGARycW1JhshDjY
"Sketch, The Lecture Room and Library",https://guide.michelin.com/en/greater-london/london/restaurant/sketch-the-lecture-room-library,3_star,London,United Kingdom,"9 Conduit Street, Mayfair London Greater London W1S 2XG GBR",London,Greater London,W1S 2XG,51.5127667,-0.1415637,ChIJk4chQY4FdkgRDxmXasfbHlc
Sorn,https://guide.michelin.com/en/bangkok-region/bangkok/restaurant/sorn,3_star,Bangkok,Thailand,"56 Soi Sukhumvit 26, Khlong Tan, Khlong Toei Bangkok Bangkok Region 10110 THA",Bangkok,Bangkok Region,10110,13.7231004,100.5685251,ChIJWfYJ3QWf4jAR9erXv7kK7sA
Steirereck im Stadtpark,https://guide.michelin.com/en/vienna/wien/restaurant/steirereck-im-stadtpark,3_star,Vienna,Austria,Am Heumarkt 2a Vienna Vienna 1030 AUT,Vienna,Vienna,1030,48.2044578,16.3813958,ChIJKS_u4XYHbUcRFEBBkdJ8HG0
Taian,https://guide.michelin.com/en/osaka-region/osaka/restaurant/taian,3_star,Osaka,Japan,"1-21-2 Shimanochi, Chuo-ku Osaka Osaka 542-0082 JPN",Osaka,Osaka,542-0082,34.6733549,135.5072151,ChIJq48uCT7nAGARla-2QjFW32U
The Ledbury,https://guide.michelin.com/en/greater-london/london/restaurant/the-ledbury,3_star,London,United Kingdom,"127 Ledbury Road, Notting Hill London Greater London W11 2AQ GBR",London,Greater London,W11 2AQ,51.516655,-0.200063,ChIJe29QNB0QdkgR5Kkx_0-jdo4
Tohru in der Schreiberei,https://guide.michelin.com/en/bayern/mnchen/restaurant/tohru-in-der-schreiberei,3_star,Munich,Germany,Burgstraße 5 Munich Bavaria 80331 DEU,Munich,Bavaria,80331,48.1375965,11.5774285,ChIJ12Lhfm51nkcRQhxPXh8nb88
ASAHINA Gastronome,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/asahina-gastronome,2_star,Tokyo,Japan,"1-4 Nihombashikabutocho, Chuo-ku Tokyo Tokyo 103-0026 JPN",Tokyo,Tokyo,103-0026,35.6827081,139.7793239,ChIJ84HCEdGJGGARt4OCbIlmfjg
Aleia,https://guide.michelin.com/en/catalunya/barcelona/restaurant/aleia,2_star,Barcelona,Spain,Paseo de Gràcia 132 Barcelona Catalonia 08008 ESP,Barcelona,Catalonia,08008,41.3980162,2.1581229,ChIJuQRMUWmjpBIRoCWVQoLeCj4
Alois - Dallmayr Fine Dining,https://guide.michelin.com/en/bayern/mnchen/restaurant/alois-dallmayr-fine-dining,2_star,Munich,Germany,Dienerstraße 14 Munich Bavaria 80331 DEU,Munich,Bavaria,80331,48.1382857,11.5771844,ChIJUbU58wV1nkcR6jK2iXRta70
Anne-Sophie Pic at Le Normandie,https://guide.michelin.com/en/bangkok-region/bangkok/restaurant/le-normandie,2_star,Bangkok,Thailand,"5F, Mandarin Oriental, Bangkok, 48 Soi Charoen Krung 40, Charoen Krung Road, Bang Rak Bangkok Bangkok Region 10500 THA",Bangkok,Bangkok Region,10500,13.7237108,100.5142684,ChIJe3wVISiZ4jARS_yp_4u6E_c
Atelier,https://guide.michelin.com/en/bayern/mnchen/restaurant/atelier-1198719,2_star,Munich,Germany,Promenadeplatz 2 Munich Bavaria 80331 DEU,Munich,Bavaria,80331,48.1402843,11.5733224,ChIJP-53e_N1nkcRXMNihzXCH30
Baan Tepa,https://guide.michelin.com/en/bangkok-region/bangkok/restaurant/baan-tepa,2_star,Bangkok,Thailand,"561 Ramkhamhaeng Road, Hua Mak, Bang Kapi Bangkok Bangkok Region 10240 THA",Bangkok,Bangkok Region,10240,13.7608005,100.6263537,ChIJg1tidYdhHTER4NNOidyhVvc
CODA Dessert Dining,https://guide.michelin.com/en/berlin-region/berlin/restaurant/coda-dessert-dining,2_star,Berlin,Germany,Friedelstraße 47 Berlin Berlin 12047 DEU,Berlin,Berlin,12047,52.490109,13.4271742,ChIJvVDs7bZPqEcRVuzEV98NWz8
Chef's Table,https://guide.michelin.com/en/bangkok-region/bangkok/restaurant/chef-s-table1184372,2_star,Bangkok,Thailand,"61F, Tower Club at Lebua, 1055 Silom Road, Si Lom, Bang Rak Bangkok Bangkok Region 10500 THA",Bangkok,Bangkok Region,10500,13.7219465,100.51706,ChIJkbyJIMeZ4jARgc1-140HJkU
Cinc Sentits,https://guide.michelin.com/en/catalunya/barcelona/restaurant/cinc-sentits,2_star,Barcelona,Spain,Entença 60 Barcelona Catalonia 08015 ESP,Barcelona,Catalonia,08015,41.3783882,2.1524171,ChIJ8TMSh46ipBIRVmVx_17vwLE
Côte by Mauro Colagreco,https://guide.michelin.com/en/bangkok-region/bangkok/restaurant/cote-by-mauro-colagreco,2_star,Bangkok,Thailand,"2F, Capella Bangkok, 300/2 Charoenkrung Road, Yan Nawa, Sathon Bangkok Bangkok Region 10120 THA",Bangkok,Bangkok Region,10120,13.7130923,100.5108469,ChIJf8OOlnmZ4jAR1XxCVTOPfPY
DSTAgE,https://guide.michelin.com/en/comunidad-de-madrid/madrid/restaurant/dstage,2_star,Madrid,Spain,Regueros 8 Madrid Community of Madrid 28004 ESP,Madrid,Community of Madrid,28004,40.4246028,-3.6963587,ChIJM_4eFY8oQg0R3wcnD3nYubk
Da Terra,https://guide.michelin.com/en/greater-london/london/restaurant/da-terra,2_star,London,United Kingdom,"Town Hall Hotel, 8 Patriot Square, Bethnal Green London Greater London E2 9NF GBR",London,Greater London,E2 9NF,51.5304336,-0.0559823999999999,ChIJn-wx7LQddkgRMWv5bVEiEfQ
Den,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/den,2_star,Tokyo,Japan,"2-3-18 Jingumae, Shibuya-ku Tokyo Tokyo 150-0001 JPN",Tokyo,Tokyo,150-0001,35.6731762,139.7127216,ChIJKxOIF5iMGGARiFoVm5Ay8W4
Dinner by Heston Blumenthal,https://guide.michelin.com/en/greater-london/london/restaurant/dinner-by-heston-blumenthal,2_star,London,United Kingdom,"Mandarin Oriental Hyde Park, 66 Knightsbridge, Knightsbridge London Greater London SW1X 7LA GBR",London,Greater London,SW1X 7LA,51.502161,-0.159964,ChIJRzX0mDkFdkgR-qAx8kL982A
Doubek,https://guide.michelin.com/en/vienna/wien/restaurant/doubek,2_star,Vienna,Austria,Kochgasse 13 Vienna Vienna 1080 AUT,Vienna,Vienna,1080,48.2130569,16.3493614,ChIJwwc1kVEHbUcRZ9fSL_0kobQ
ESqUISSE,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/esquisse,2_star,Tokyo,Japan,"9F, 5-4-6 Ginza, Chuo-ku Tokyo Tokyo 104-0061 JPN",Tokyo,Tokyo,104-0061,35.6717161,139.7633311,ChIJ2Y7e7-WLGGARn2nDEZzmbb0
Enigma,https://guide.michelin.com/en/catalunya/barcelona/restaurant/enigma,2_star,Barcelona,Spain,Sepúlveda 38 Barcelona Catalonia 08015 ESP,Barcelona,Catalonia,08015,41.3767234,2.1540984,ChIJA6vUunyipBIRMtoRD_vIbII
Enoteca Paco Pérez,https://guide.michelin.com/en/catalunya/barcelona/restaurant/enoteca204150,2_star,Barcelona,Spain,Marina 19 Barcelona Catalonia 08005 ESP,Barcelona,Catalonia,08005,41.3870079,2.1966347,ChIJ0Ulj4g6jpBIRDNNmVg5Hr2E
Ensui,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/ensui,2_star,Tokyo,Japan,"1-5-12 Nakameguro, Meguro-ku Tokyo Tokyo 153-0061 JPN",Tokyo,Tokyo,153-0061,35.6442913,139.7024371,ChIJGYctX1qLGGARF_Vu_i51A8U
FACIL,https://guide.michelin.com/en/berlin-region/berlin/restaurant/facil,2_star,Berlin,Germany,Potsdamer Straße 3 Berlin Berlin 10785 DEU,Berlin,Berlin,10785,52.5089804,13.37369,ChIJA-K5lEpQqEcRHGv7ScsVIXs
Flore,https://guide.michelin.com/en/noord-holland/amsterdam/restaurant/flore,2_star,Amsterdam,Netherlands,Nieuwe Doelenstraat 2 Amsterdam Noord-Holland 1012 CP NLD,Amsterdam,Noord-Holland,1012 CP,52.3675491,4.8940847,ChIJByFbDsAJxkcRN01cFVhNlAY
Florilège,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/florilege,2_star,Tokyo,Japan,"2F, Azabudai Hills Garden Plaza D, 5-10-7 Toranomon, Minato-ku Tokyo Tokyo 105-0001 JPN",Tokyo,Tokyo,105-0001,35.66160929999999,139.7434466,ChIJhU8r4Ba6JhUR2uFksk0mpCg
Ginza Fukuju,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/ginza-fukuju,2_star,Tokyo,Japan,"5F, 8-8-19 Ginza, Chuo-ku Tokyo Tokyo 104-0061 JPN",Tokyo,Tokyo,104-0061,35.6685106,139.7615542,ChIJid3jjOiLGGARSZVKjWBL3B0
Ginza Kojyu,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/ginza-koju,2_star,Tokyo,Japan,"4F, 5-4-8 Ginza, Chuo-ku Tokyo Tokyo 104-0061 JPN",Tokyo,Tokyo,104-0061,35.6714446,139.7630117,ChIJVWDJ2-iLGGARrb9VTXObGIE
Glam Enrico Bartolini,https://guide.michelin.com/en/veneto/venezia/restaurant/glam-enrico-bartolini,2_star,Venice,Italy,"calle Tron, sestiere Santa Croce 1961 Venice Veneto 30135 ITA",Venice,Veneto,30135,45.441379,12.329912,ChIJcypW7sOxfkcRz-086hZfk34
Humble Chicken,https://guide.michelin.com/en/greater-london/london/restaurant/humble-chicken,2_star,London,United Kingdom,"54 Frith Street, Soho London Greater London W1D 4SL GBR",London,Greater London,W1D 4SL,51.5138327,-0.1317855,ChIJj2LUnbgFdkgRs__gtpjkPRg
Ikoyi,https://guide.michelin.com/en/greater-london/london/restaurant/ikoyi,2_star,London,United Kingdom,"180 Strand, Strand London Greater London WC2R 1EA GBR",London,Greater London,WC2R 1EA,51.5123709,-0.1155465999999999,ChIJkw2CZtEEdkgRgiNBxbdniHE
Jingumae Higuchi,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/jingumae-higuchi,2_star,Tokyo,Japan,"2-19-12 Jingumae, Shibuya-ku Tokyo Tokyo 150-0001 JPN",Tokyo,Tokyo,150-0001,35.6734807,139.7101347,ChIJV2-ROL2MGGARk60gr5o9tGo
KAHALA,https://guide.michelin.com/en/osaka-region/osaka/restaurant/kahala,2_star,Osaka,Japan,"2F, 1-9-2 Sonezakishinchi, Kita-ku Osaka Osaka 530-0002 JPN",Osaka,Osaka,530-0002,34.6975174,135.4996911,ChIJJ2c3rRHnAGARy4Y2SErhQZI
KOMU,https://guide.michelin.com/en/bayern/mnchen/restaurant/komu,2_star,Munich,Germany,Hackenstraße 4 Munich Bavaria 80331 DEU,Munich,Bavaria,80331,48.1360757,11.5705077,ChIJkXU5mvV1nkcR9I3UFP_m3rs
Kitchen Table,https://guide.michelin.com/en/greater-london/london/restaurant/kitchen-table,2_star,London,United Kingdom,"70 Charlotte Street, Fitzrovia London Greater London W1T 4QG GBR",London,Greater London,W1T 4QG,51.5203787,-0.1365322,ChIJ3aa-YCkbdkgRo5LPUQzy0hI
Konstantin Filippou,https://guide.michelin.com/en/vienna/wien/restaurant/konstantin-filippou,2_star,Vienna,Austria,Dominikanerbastei 17 Vienna Vienna 1010 AUT,Vienna,Vienna,1010,48.210659,16.379842,ChIJxZvrdaAHbUcRfK4VTaO9nzI
Kutan,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/kutan,2_star,Tokyo,Japan,"2-5-5 Shintomi, Chuo-ku Tokyo Tokyo 104-0041 JPN",Tokyo,Tokyo,104-0041,35.6716029,139.7740198,ChIJlem96IqJGGARvMGghbakQxo
L'Abysse Paris,https://guide.michelin.com/en/ile-de-france/paris/restaurant/l-abysse-paris,2_star,Paris,France,8 avenue Dutuit Paris Ile-de-France 75008 FRA,Paris,Ile-de-France,75008,48.8661442,2.316638,ChIJ58nVS2Bv5kcRvO8K9yE_nGk
L'Oiseau Blanc,https://guide.michelin.com/en/ile-de-france/paris/restaurant/l-oiseau-blanc,2_star,Paris,France,"The Peninsula Paris, 19 avenue Kléber Paris Ile-de-France 75116 FRA",Paris,Ile-de-France,75116,48.8707437,2.2933137,ChIJZXST6-5v5kcR2yYcipYCUqA
L'Orangerie,https://guide.michelin.com/en/ile-de-france/paris/restaurant/l-orangerie505878,2_star,Paris,France,"Four Seasons George V, 31 avenue George-V Paris Ile-de-France 75008 FRA",Paris,Ile-de-France,75008,48.8688845,2.300262500000001,ChIJZ8yNJuhv5kcRAcHrclt49NM
La Yeon,https://guide.michelin.com/en/seoul-capital-area/kr-seoul/restaurant/la-yeon,2_star,Seoul,South Korea,"23F Shilla Hotel, 249 Dongho-ro, Jung-gu Seoul Seoul Capital Area 04605 KOR",Seoul,Seoul Capital Area,04605,37.5557646,127.0050866,ChIJf8Lq1wSjfDURbuyVUM14Svc
Le Jules Verne,https://guide.michelin.com/en/ile-de-france/paris/restaurant/le-jules-verne,2_star,Paris,France,Tour Eiffel - 6 avenue Gustave-Eiffel Paris Ile-de-France 75007 FRA,Paris,Ile-de-France,75007,48.8583698,2.2944833,ChIJl_7p8uFv5kcRj5ZGEf31ILM
MAZ,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/maz,2_star,Tokyo,Japan,"3F, Tokyo Garden Terrace Kioicho, 1-3 Kioicho, Chiyoda-ku Tokyo Tokyo 102-0094 JPN",Tokyo,Tokyo,102-0094,35.6794272,139.7376625,ChIJHbq1qLiNGGARNlnd4lieF7I
Mitou,https://guide.michelin.com/en/seoul-capital-area/kr-seoul/restaurant/mitou,2_star,Seoul,South Korea,"24 Dosan-daero 70-gil, Gangnam-gu Seoul Seoul Capital Area 06064 KOR",Seoul,Seoul Capital Area,06064,37.5221974,127.0450306,ChIJGZ6vIe2jfDURWOUsVCO94cA
Miyamoto,https://guide.michelin.com/en/osaka-region/osaka/restaurant/miyamoto,2_star,Osaka,Japan,"2-10-28 Higashitemma, Kita-ku Osaka Osaka 530-0044 JPN",Osaka,Osaka,530-0044,34.6983348,135.5131751,ChIJQ77oK9vmAGAROyJA1ELG1wA
Mont Bar,https://guide.michelin.com/en/catalunya/barcelona/restaurant/mont-bar,2_star,Barcelona,Spain,Diputació 220 Barcelona Catalonia 08001 ESP,Barcelona,Catalonia,08001,41.38622,2.161686,ChIJ0dN7e4yipBIRegh8fqP2o98
NARISAWA,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/narisawa,2_star,Tokyo,Japan,"2-6-15 Minamiaoyama, Minato-ku Tokyo Tokyo 107-0062 JPN",Tokyo,Tokyo,107-0062,35.6715705,139.7220378,ChIJrbAVNIOMGGARXNvkApcqvng
Numata,https://guide.michelin.com/en/osaka-region/osaka/restaurant/numata,2_star,Osaka,Japan,"7F, 1-10-2 Sonezakishinchi, Kita-ku Osaka Osaka 530-0002 JPN",Osaka,Osaka,530-0002,34.6980061,135.4979247,ChIJwfy2vUvnAGAR73iGlL_yQkI
Oimatsu Hisano,https://guide.michelin.com/en/osaka-region/osaka/restaurant/oimatsu-hisano,2_star,Osaka,Japan,"4-8-3 Nishitemma, Kita-ku Osaka Osaka 530-0047 JPN",Osaka,Osaka,530-0047,34.6970229,135.5028681,ChIJoUJJOejmAGARrAMPH_hs3s0
Paco Roncero,https://guide.michelin.com/en/comunidad-de-madrid/madrid/restaurant/la-terraza-del-casino,2_star,Madrid,Spain,Alcalá 15 Madrid Community of Madrid 28014 ESP,Madrid,Community of Madrid,28014,40.417975,-3.7003889,ChIJ8XazK4EoQg0RZLOowkzfVGM
R-Haan,https://guide.michelin.com/en/bangkok-region/bangkok/restaurant/r-haan,2_star,Bangkok,Thailand,"131 Soi Sukhumvit 53, Khlong Tan Nuea, Vadhana Bangkok Bangkok Region 10110 THA",Bangkok,Bangkok Region,10110,13.7318321,100.5795655,ChIJ-dmMWquf4jAREDFTxbjSFh0
Ramón Freixa Atelier,https://guide.michelin.com/en/comunidad-de-madrid/madrid/restaurant/ramon-freixa-atelier,2_star,Madrid,Spain,Velázquez 24 Madrid Community of Madrid 28001 ESP,Madrid,Community of Madrid,28001,40.4241855,-3.6837693,ChIJY6YqewApQg0RKjwKbXoha-4
Restaurant Allen,https://guide.michelin.com/en/seoul-capital-area/kr-seoul/restaurant/restaurant-allen,2_star,Seoul,South Korea,"2F Center field EAST E205, 231 Teheran-ro, Gangnam-gu Seoul Seoul Capital Area 06142 KOR",Seoul,Seoul Capital Area,06142,37.5036006,127.0418041,ChIJQ-Y88belfDURrUsKUS6HMVY
Restaurant Story,https://guide.michelin.com/en/greater-london/london/restaurant/story,2_star,London,United Kingdom,"199 Tooley Street, Southwark London Greater London SE1 2JX GBR",London,Greater London,SE1 2JX,51.5027614,-0.0777802,ChIJcb5nuUUDdkgRp2TnVMSprT0
Ryuzu,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/ryuzu,2_star,Tokyo,Japan,"B1F, 4-2-35 Roppongi, Minato-ku Tokyo Tokyo 106-0032 JPN",Tokyo,Tokyo,106-0032,35.6647551,139.7334715,ChIJGcAHwYKLGGARdXaJAZ9g4S4
Santa Elisabetta,https://guide.michelin.com/en/toscana/firenze/restaurant/santa-elisabetta,2_star,Florence,Italy,piazza Santa Elisabetta 3 Florence Tuscany 50122 ITA,Florence,Tuscany,50122,43.7718205,11.2557524,ChIJ4ZdxZQFUKhMRWpRqKWv90zI
Silvio Nickol Gourmet Restaurant,https://guide.michelin.com/en/vienna/wien/restaurant/silvio-nickol-gourmet-restaurant,2_star,Vienna,Austria,Coburgbastei 4 Vienna Vienna 1010 AUT,Vienna,Vienna,1010,48.2057143,16.3767235,ChIJZTTxTPUHbUcRKCVviXL6orY
Smoked Room,https://guide.michelin.com/en/comunidad-de-madrid/madrid/restaurant/smoked-room,2_star,Madrid,Spain,Paseo de la Castellana 57 Madrid Community of Madrid 28046 ESP,Madrid,Community of Madrid,28046,40.4388677,-3.6916866,ChIJq1UftCkpQg0RWN7BXvf4TVs
Soigné,https://guide.michelin.com/en/seoul-capital-area/kr-seoul/restaurant/soigne,2_star,Seoul,South Korea,"#201, 2F, Sinsa square, 652 Gangnam-daero, Gangnam-gu Seoul Seoul Capital Area 06027 KOR",Seoul,Seoul Capital Area,06027,37.5193295,127.0190326,ChIJIU2RrnahfDURNvCJDhODupM
Sukiyabashi Jiro Roppongiten,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/sukiyabashi-jiro-roppongiten,2_star,Tokyo,Japan,"3F, Roppongi Hills Residence B, 6-12-2 Roppongi, Minato-ku Tokyo Tokyo 106-0032 JPN",Tokyo,Tokyo,106-0032,35.6586978,139.7291446,ChIJ8YRM9HaLGGAREUm4zmzF3R4
Sushi Kanesaka,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/sushi-kanesaka,2_star,Tokyo,Japan,"B1F, 8-10-3 Ginza, Chuo-ku Tokyo Tokyo 104-0061 JPN",Tokyo,Tokyo,104-0061,35.6679854,139.7626302,ChIJ4bf41-eLGGAR-8MK9GqIm7c
Tempura Kondo,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/tempura-kondo,2_star,Tokyo,Japan,"9F, 5-5-13 Ginza, Chuo-ku Tokyo Tokyo 104-0061 JPN",Tokyo,Tokyo,104-0061,35.6711696,139.7631786,ChIJX2Mb_eWLGGARvhx7F4hr3FA
Tempura Motoyoshi,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/tempura-motoyoshi,2_star,Tokyo,Japan,"3F, 2-8-11 Ebisunishi, Shibuya-ku Tokyo Tokyo 150-0021 JPN",Tokyo,Tokyo,150-0021,35.6495351,139.7075519,ChIJ3cFPK-aLGGARNaz58SuwM7M
Tim Raue,https://guide.michelin.com/en/berlin-region/berlin/restaurant/tim-raue,2_star,Berlin,Germany,Rudi-Dutschke-Straße 26 Berlin Berlin 10969 DEU,Berlin,Berlin,10969,52.5068988,13.3914818,ChIJpdyYVNFRqEcRFTrYsDXDrY4
Yugen,https://guide.michelin.com/en/osaka-region/osaka/restaurant/yugen-1193266,2_star,Osaka,Japan,"14-14 Ishigatsujicho, Tennoji-ku Osaka Osaka 543-0031 JPN",Osaka,Osaka,543-0031,34.6647441,135.5216702,ChIJLU9DrN7nAGARNyEAfbSqwxk
1804 Hirschau,https://guide.michelin.com/en/bayern/mnchen/restaurant/1804-hirschau,1_star,Munich,Germany,Gyßlingstraße 15 Munich Bavaria 80805 DEU,Munich,Bavaria,80805,48.1616958,11.6029032,ChIJCUeOzHx1nkcR8qrOfFvCNF8
1890 by Gordon Ramsay,https://guide.michelin.com/en/greater-london/london/restaurant/1890-by-gordon-ramsay,1_star,London,United Kingdom,Strand London Greater London WC2R 0EU GBR,London,Greater London,WC2R 0EU,51.51023970000001,-0.1206429,ChIJpYnCw78FdkgRoVHfIfSrTas
64 Goodge Street,https://guide.michelin.com/en/greater-london/london/restaurant/64-goodge-street,1_star,London,United Kingdom,"64 Goodge Street, Fitzrovia London Greater London W1T 4NF GBR",London,Greater London,W1T 4NF,51.5190656,-0.1369085,ChIJVVUuwSsbdkgRRSNEGe3BRBU
