name,url,grade,city,country,address,locality,region,postal,lat,lon,place_id
Der Dantler,https://guide.michelin.com/en/bayern/mnchen/restaurant/der-dantler,selected,Munich,Germany,Werinherstraße 15 Munich Bavaria 81541 DEU,Munich,Bavaria,81541,48.1154281,11.5828781,ChIJt9_JG3PfnUcR8_W1vv8tlAc
Dergi Praha,https://guide.michelin.com/en/prague/prague/restaurant/dergi-praha,selected,Prague,Czech Republic,Revoluční 25 Prague Prague 11000 CZE,Prague,Prague,11000,50.0924678,14.4270242,ChIJz-KRJkWVC0cRO3QqoB0KFSc
Diana's Place,https://guide.michelin.com/en/lazio/roma/restaurant/diana-s-place,selected,Rome,Italy,via Volturno 54 Rome Lazio 00185 ITA,Rome,Lazio,00185,41.903861,12.500713,ChIJK1BOKadhLxMR7aCoFvd8Ovk
Divinis,https://guide.michelin.com/en/prague/prague/restaurant/divinis,selected,Prague,Czech Republic,Týnská 21 Prague Prague 110 00 CZE,Prague,Prague,110 00,50.0888882,14.4240776,ChIJmSwPKuqUC0cRSq2qOjxC27c
Dogma,https://guide.michelin.com/en/lazio/roma/restaurant/dogma,selected,Rome,Italy,piazza Zama 34 Rome Lazio 00183 ITA,Rome,Lazio,00183,41.8760866,12.5093224,ChIJhW9wJ-9hLxMRXv3Nyb5HH04
Donostia,https://guide.michelin.com/en/greater-london/london/restaurant/donostia368431,selected,London,United Kingdom,"10 Seymour Place, Marylebone London Greater London W1H 7ND GBR",London,Greater London,W1H 7ND,51.5147134,-0.1610036,ChIJ7-kYWMoadkgR9tJjg_AiRQk
Doori,https://guide.michelin.com/en/seoul-capital-area/kr-seoul/restaurant/doori,selected,Seoul,South Korea,"27 Wonhyo-ro 63-gil, Yongsan-gu Seoul Seoul Capital Area 04364 KOR",Seoul,Seoul Capital Area,04364,37.5412528,126.9869636,ChIJYwaTO5OjfDURXUpVU4Cbpsw
Doppelgänger Bar,https://guide.michelin.com/en/comunidad-de-madrid/madrid/restaurant/doppelganger-bar,selected,Madrid,Spain,Santa Isabel 5 Madrid Community of Madrid 28012 ESP,Madrid,Community of Madrid,28012,40.4114365,-3.6986783,ChIJ9_DkwCUnQg0RMXB4kyHWoJk
Dos Pebrots,https://guide.michelin.com/en/catalunya/barcelona/restaurant/dos-pebrots,selected,Barcelona,Spain,Doctor Dou 19 Barcelona Catalonia 08001 ESP,Barcelona,Catalonia,08001,41.3828164,2.1684249,ChIJj5ndKlmipBIR6sSe3hjcSAc
Doshincho Washoku Zui,https://guide.michelin.com/en/osaka-region/osaka/restaurant/doshincho-washoku-zui,selected,Osaka,Japan,"2-4-13 Doshin, Kita-ku Osaka Osaka 530-0035 JPN",Osaka,Osaka,530-0035,34.702401,135.5140549,ChIJhWFriCHnAGARQ6L7x1l3zrc
Doughroom,https://guide.michelin.com/en/seoul-capital-area/kr-seoul/restaurant/doughroom,selected,Seoul,South Korea,"2F, 99 Donggwang-ro, Seocho-gu Seoul Seoul Capital Area 06584 KOR",Seoul,Seoul Capital Area,06584,37.4938516,126.9933416,ChIJl7SKCaGhfDURaTXGENQVQ2w
Dove,https://guide.michelin.com/en/greater-london/london/restaurant/dove,selected,London,United Kingdom,"31 Kensington Park Road, Notting Hill London Greater London W11 2EU GBR",London,Greater London,W11 2EU,51.51539210000001,-0.2059361999999999,ChIJEbbdrIoRdkgRJEO8R14LUxI
Drapers Arms,https://guide.michelin.com/en/greater-london/london/restaurant/drapers-arms,selected,London,United Kingdom,"44 Barnsbury Street, Islington London Greater London N1 1ER GBR",London,Greater London,N1 1ER,51.54052350000001,-0.1084711999999999,ChIJfeov2mgbdkgRlsuCvg281hU
Drouant,https://guide.michelin.com/en/ile-de-france/paris/restaurant/drouant,selected,Paris,France,16-18 place Gaillon Paris Ile-de-France 75002 FRA,Paris,Ile-de-France,75002,48.8687465,2.334434,ChIJeQAhgjpu5kcR2eETKOOnYng
Du Yên,https://guide.michelin.com/en/ho-chi-minh/ho-chi-minh_2978179/restaurant/du-yen,selected,Ho Chi Minh City,Vietnam,"26B Street 10, Thao Dien Ward, Thu Duc City Ho Chi Minh City Hồ Chí Minh 71000 VNM",Ho Chi Minh City,Hồ Chí Minh,71000,10.8042665,106.7443254,ChIJaw3KUVQndTERrX3o3n4_MaM
DuKKAh,https://guide.michelin.com/en/osaka-region/osaka/restaurant/dukkah,selected,Osaka,Japan,"4-3-13 Nishitemma, Kita-ku Osaka Osaka 530-0047 JPN",Osaka,Osaka,530-0047,34.7025333,135.5037917,ChIJl_QRJuvmAGARRRiPOnZchzY
Duchardt,https://guide.michelin.com/en/vienna/wien/restaurant/duchardt,selected,Vienna,Austria,Sonnenfelsgasse 17 Vienna Vienna 1010 AUT,Vienna,Vienna,1010,48.2092136,16.3769071,ChIJdVkOjJ8HbUcRrVFSt3tY30w
Duchy,https://guide.michelin.com/en/greater-london/london/restaurant/duchy,selected,London,United Kingdom,"18 Phipp Street, Shoreditch London Greater London EC2A 4NU GBR",London,Greater London,EC2A 4NU,51.5240274,-0.0815670999999999,ChIJ45EuAwAddkgR2okF7eqMx9U
ELECTRIC SHEEP,https://guide.michelin.com/en/bangkok-region/bangkok/restaurant/electric-sheep,selected,Bangkok,Thailand,"4F The Warehouse, 867 Charoenkrung Road, Talat Noi, Samphanthawong Bangkok Bangkok Region 10100 THA",Bangkok,Bangkok Region,10100,13.7338359,100.5144093,ChIJ-fqva9WZ4jAR62O7WAP-fzo
ELPIC,https://guide.michelin.com/en/seoul-capital-area/kr-seoul/restaurant/elpic,selected,Seoul,South Korea,"25 Dosan-daero 78-gil, Gangnam-gu Seoul Seoul Capital Area 06063 KOR",Seoul,Seoul Capital Area,06063,37.5222941,127.0466061,ChIJUbDlEV6lfDURWTHYOyweWpQ
EN,https://guide.michelin.com/en/noord-holland/amsterdam/restaurant/en,selected,Amsterdam,Netherlands,Dusartstraat 53H Amsterdam Noord-Holland 1072 HP NLD,Amsterdam,Noord-Holland,1072 HP,52.3510842,4.8895437,ChIJ4aQGY_MJxkcRM0XNYZP8oJY
ERH,https://guide.michelin.com/en/ile-de-france/paris/restaurant/erh,selected,Paris,France,11 rue Tiquetonne Paris Ile-de-France 75002 FRA,Paris,Ile-de-France,75002,48.8644303,2.3490508,ChIJRZKovRlu5kcRZOlh4VAz9cA
ESPRIT C. KEI GINZA,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/esprit-c-kei-ginza,selected,Tokyo,Japan,"11F, 7-8-17 Ginza, Chuo-ku Tokyo Tokyo 104-0061 JPN",Tokyo,Tokyo,104-0061,35.6692723,139.7624027,ChIJfyn58x2LGGARFM4p4uKK_I8
ETHICA,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/ethica,selected,Tokyo,Japan,"1-3-3 Ginza, Chuo-ku Tokyo Tokyo 104-0061 JPN",Tokyo,Tokyo,104-0061,35.6754187,139.7663186,ChIJ-6YzrgmLGGARhUh74SvbPx0
Eat Me,https://guide.michelin.com/en/bangkok-region/bangkok/restaurant/eat-me,selected,Bangkok,Thailand,"1/6 Soi Phiphat 2, Convent Road, Si Lom, Bang Rak Bangkok Bangkok Region 10500 THA",Bangkok,Bangkok Region,10500,13.7254648,100.5338985,ChIJw8qoMrme4jARCoOj3rudgOs
Ebisu by Kobos,https://guide.michelin.com/en/comunidad-de-madrid/madrid/restaurant/ebisu-by-kobos,selected,Madrid,Spain,Luciente 14 Madrid Community of Madrid 28005 ESP,Madrid,Community of Madrid,28005,40.410542,-3.7114007,ChIJ7eQODewnQg0RAf2IfV7-Y8E
Eckel,https://guide.michelin.com/en/vienna/wien/restaurant/eckel,selected,Vienna,Austria,Sieveringer Straße 46 Vienna Vienna 1190 AUT,Vienna,Vienna,1190,48.2470381,16.3334771,ChIJMybtLpsIbUcRaYWd1Pr7t88
Eclipses,https://guide.michelin.com/en/ile-de-france/paris/restaurant/eclipses,selected,Paris,France,27-29 rue de Beaune Paris Ile-de-France 75007 FRA,Paris,Ile-de-France,75007,48.8578,2.329343,ChIJP8ydvylu5kcRU-Li_tbRo3Y
Edith,https://guide.michelin.com/en/ile-de-france/paris/restaurant/edith,selected,Paris,France,9 rue Jean-Giraudoux Paris Ile-de-France 75016 FRA,Paris,Ile-de-France,75016,48.8686672,2.2978713,ChIJKz9iVLZv5kcRWTflgpvsgXI
Edomae Shibahama,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/edomae-shibahama,selected,Tokyo,Japan,"2-22-23 Shiba, Minato-ku Tokyo Tokyo 105-0014 JPN",Tokyo,Tokyo,105-0014,35.651405,139.750518,ChIJqfhWjbeLGGAR7bcMF5RV2Dc
Eel Sushi,https://guide.michelin.com/en/greater-london/london/restaurant/eel-sushi,selected,London,United Kingdom,"118 Talbot Road, Notting Hill London Greater London W11 1JR GBR",London,Greater London,W11 1JR,51.5168417,-0.2007619,ChIJLeS7GwARdkgR5XFZQ3rnUtU
Eels,https://guide.michelin.com/en/ile-de-france/paris/restaurant/eels,selected,Paris,France,27 rue d'Hauteville Paris Ile-de-France 75010 FRA,Paris,Ile-de-France,75010,48.87321,2.3502669,ChIJxax0XRRu5kcRltIfk0EGhdU
Ego,https://guide.michelin.com/en/lazio/roma/restaurant/ego-1213312,selected,Rome,Italy,via Etruria 35 Rome Lazio 00183 ITA,Rome,Lazio,00183,41.8794473,12.5105693,ChIJaS1qfQBhLxMRib9SOBXkqFQ
El Bajío,https://guide.michelin.com/en/comunidad-de-madrid/madrid/restaurant/el-bajio,selected,Madrid,Spain,Juan Bravo 23 Madrid Community of Madrid 28006 ESP,Madrid,Community of Madrid,28006,40.4328599,-3.6805064,ChIJCxinEpopQg0RjQo-x1xcD8I
El Gran Asador Lecanda,https://guide.michelin.com/en/comunidad-de-madrid/madrid/restaurant/el-gran-asador-lecanda,selected,Madrid,Spain,Lagasca 46 Madrid Community of Madrid 28001 ESP,Madrid,Community of Madrid,28001,40.425816,-3.6851837,ChIJrVv2qS0pQg0R0steL1Zv2p0
El Pastor,https://guide.michelin.com/en/greater-london/london/restaurant/el-pastor,selected,London,United Kingdom,"7a Stoney Street, Borough Market London Greater London SE1 9AA GBR",London,Greater London,SE1 9AA,51.5052687,-0.0911635,ChIJkwBYnFcDdkgRM3NwbxfKzHY
El Patio de Claudio,https://guide.michelin.com/en/comunidad-de-madrid/madrid/restaurant/el-patio-de-claudio,selected,Madrid,Spain,Claudio Coello 67 Madrid Community of Madrid 28001 ESP,Madrid,Community of Madrid,28001,40.428537,-3.6863313,ChIJievj6OYpQg0RToEKAelT7yM
El Señor Martín,https://guide.michelin.com/en/comunidad-de-madrid/madrid/restaurant/el-senor-martin,selected,Madrid,Spain,General Castaños 13 Madrid Community of Madrid 28004 ESP,Madrid,Community of Madrid,28004,40.4260711,-3.6938195,ChIJPRd2IqspQg0R1xAqvctGXTk
Eldelmar - Hermanos Torres,https://guide.michelin.com/en/catalunya/barcelona/restaurant/eldelmar-hermanos-torres,selected,Barcelona,Spain,Moll de Gregal Barcelona Catalonia 08005 ESP,Barcelona,Catalonia,08005,41.3884268,2.2014327,ChIJ45oSnpujpBIRrC_eKWrEB18
Elgin,https://guide.michelin.com/en/ho-chi-minh/ho-chi-minh_2978179/restaurant/elgin,selected,Ho Chi Minh City,Vietnam,"27 Mac Dinh Chi Street, Ben Nghe Ward, District 1 Ho Chi Minh City Hồ Chí Minh 700000 VNM",Ho Chi Minh City,Hồ Chí Minh,700000,10.7848811,106.6992121,ChIJg28NMpkvdTER8bcVhQjkJ9s
Elis,https://guide.michelin.com/en/greater-london/london/restaurant/elis,selected,London,United Kingdom,"Town Hall Hotel, 8 Patriot Square, Bethnal Green London Greater London E2 9NF GBR",London,Greater London,E2 9NF,51.5304798,-0.0557422,ChIJ77jFwHwddkgR_34fn1v8I8s
Elsass,https://guide.michelin.com/en/ile-de-france/paris/restaurant/elsass,selected,Paris,France,153 avenue Parmentier Paris Ile-de-France 75010 FRA,Paris,Ile-de-France,75010,48.8714335,2.3697179,ChIJXwO32AVt5kcRXrI_5bT5HaU
Empathie,https://guide.michelin.com/en/osaka-region/osaka/restaurant/empathie,selected,Osaka,Japan,"4-12-10 Nishitemma, Kita-ku Osaka Osaka 530-0047 JPN",Osaka,Osaka,530-0047,34.6970836,135.5019923,ChIJ3WIbhjHnAGAR0didPGgSfQE
Enoteca,https://guide.michelin.com/en/bangkok-region/bangkok/restaurant/enoteca,selected,Bangkok,Thailand,"39 Soi Sukhumvit 27, Khlong Toei Nuea, Vadhana Bangkok Bangkok Region 10110 THA",Bangkok,Bangkok Region,10110,13.7369438,100.5656336,ChIJn49lZzqZ4jARx0ILXMTCr1c
Erso,https://guide.michelin.com/en/ile-de-france/paris/restaurant/erso,selected,Paris,France,18 rue Saint-Ambroise Paris Ile-de-France 75011 FRA,Paris,Ile-de-France,75011,48.8623934,2.3781824,ChIJ5xLQUi5t5kcRm28wzY19NIQ
Essence,https://guide.michelin.com/en/seoul-capital-area/kr-seoul/restaurant/essence-1207862,selected,Seoul,South Korea,"12 Banpo-daero 4-gil, Seocho-gu Seoul Seoul Capital Area 06719 KOR",Seoul,Seoul Capital Area,06719,37.4817928,127.0133601,ChIJP02Xpl-hfDUR7TOW0S1cUyk
Esta,https://guide.michelin.com/en/ho-chi-minh/ho-chi-minh_2978179/restaurant/esta,selected,Ho Chi Minh City,Vietnam,"27 Tran Quy Khoach Street, Tan Dinh Ward, District 1 Ho Chi Minh City Hồ Chí Minh 700000 VNM",Ho Chi Minh City,Hồ Chí Minh,700000,10.793226,106.688258,ChIJS9ccHU8vdTERvvqyiMoMuGc
Estimar Madrid,https://guide.michelin.com/en/comunidad-de-madrid/madrid/restaurant/estimar-madrid,selected,Madrid,Spain,Marqués de Cubas 18 Madrid Community of Madrid 28014 ESP,Madrid,Community of Madrid,28014,40.4162015,-3.6959394,ChIJHZhM-KApQg0RJjcjG4JFdsc
Estro Vino e Cucina,https://guide.michelin.com/en/veneto/venezia/restaurant/estro-vino-e-cucina,selected,Venice,Italy,"calle Crosera, sestiere Dorsoduro 3778 Venice Veneto 30123 ITA",Venice,Veneto,30123,45.4360287,12.3250667,ChIJ_RsoV8-xfkcRZt1hdgeurc0
Etsi,https://guide.michelin.com/en/ile-de-france/paris/restaurant/etsi,selected,Paris,France,23 rue Eugène-Carrière Paris Ile-de-France 75018 FRA,Paris,Ile-de-France,75018,48.8903736,2.3328924,ChIJ8R5tH1Fu5kcR2XQlATxyDKM
FOWL,https://guide.michelin.com/en/greater-london/london/restaurant/fowl,selected,London,United Kingdom,"3 Norris Street, St.James's London Greater London SW1Y 4KJ GBR",London,Greater London,SW1Y 4KJ,51.5090941,-0.1331097,ChIJHbncO0cFdkgRDzuoRiIV3yc
Fa:me,https://guide.michelin.com/en/berlin-region/berlin/restaurant/fa-me,selected,Berlin,Germany,Lenaustraße 21 Berlin Berlin 12047 DEU,Berlin,Berlin,12047,52.4902925,13.4268961,ChIJD-AER8VPqEcRU2-uqxsKB38
Fabios,https://guide.michelin.com/en/vienna/wien/restaurant/fabios,selected,Vienna,Austria,Tuchlauben 6 Vienna Vienna 1010 AUT,Vienna,Vienna,1010,48.2100009,16.3698188,ChIJZ68ukJgHbUcROAqjHiEOLCM
Fallow,https://guide.michelin.com/en/greater-london/london/restaurant/fallow-1198621,selected,London,United Kingdom,"2 St James’s Market, St James’s London Greater London SW1Y 4RP GBR",London,Greater London,SW1Y 4RP,51.50941,-0.1327837,ChIJSWN4ldUEdkgRGqo3OSnf1CY
Fashionista Café,https://guide.michelin.com/en/ho-chi-minh/ho-chi-minh_2978179/restaurant/fashionista-cafe,selected,Ho Chi Minh City,Vietnam,"22B Phung Khac Khoan Street, Da Kao Ward, District 1 Ho Chi Minh City Hồ Chí Minh 700000 VNM",Ho Chi Minh City,Hồ Chí Minh,700000,10.785598,106.6970401,ChIJtyJfULsvdTERhCNrCN0Khf0
Ferretería Restaurante,https://guide.michelin.com/en/comunidad-de-madrid/madrid/restaurant/ferreteria,selected,Madrid,Spain,Atocha 57 Madrid Community of Madrid 28012 ESP,Madrid,Community of Madrid,28012,40.4128155,-3.699726,ChIJ9zEblhAnQg0RXo4U3IT_xKs
Filandón,https://guide.michelin.com/en/comunidad-de-madrid/madrid/restaurant/filandon,selected,Madrid,Spain,Carretera Fuencarral-El Pardo Madrid Community of Madrid 28049 ESP,Madrid,Community of Madrid,28049,40.5047655,-3.7167329,ChIJtd4U0-qAQQ0RPqbgxkMSbZk
Fismuler,https://guide.michelin.com/en/comunidad-de-madrid/madrid/restaurant/fismuler,selected,Madrid,Spain,Sagasta 29 Madrid Community of Madrid 28004 ESP,Madrid,Community of Madrid,28004,40.4281598,-3.6973626,ChIJQzp6qY4oQg0R5MDGsu8uUaU
Foer,https://guide.michelin.com/en/noord-holland/amsterdam/restaurant/foer,selected,Amsterdam,Netherlands,Cruquiusweg 9 Amsterdam Noord-Holland 1019 AT NLD,Amsterdam,Noord-Holland,1019 AT,52.3686144,4.935366699999999,ChIJPUbDrz8JxkcR8BEtjtbk83c
Fonda,https://guide.michelin.com/en/greater-london/london/restaurant/fonda,selected,London,United Kingdom,"12 Heddon Street, Mayfair London Greater London W1B 4BZ GBR",London,Greater London,W1B 4BZ,51.5112,-0.1396217,ChIJz5cqMpsFdkgRhFTxy5uq87w
Fonda de la Confianza,https://guide.michelin.com/en/comunidad-de-madrid/madrid/restaurant/fonda-de-la-confianza,selected,Madrid,Spain,General Gallegos 1 Madrid Community of Madrid 28036 ESP,Madrid,Community of Madrid,28036,40.461153,-3.6865734,ChIJz7yWQsEpQg0RFH6ISsrjT_I
Franco's,https://guide.michelin.com/en/greater-london/london/restaurant/franco-s,selected,London,United Kingdom,"61 Jermyn Street, St James’s London Greater London SW1Y 6LX GBR",London,Greater London,SW1Y 6LX,51.5075035,-0.1397418,ChIJk5ZRzFMDdkgR6djRkq27pl4
Freisinger Hof,https://guide.michelin.com/en/bayern/mnchen/restaurant/freisinger-hof,selected,Munich,Germany,Oberföhringer Straße 189 Munich Bavaria 81925 DEU,Munich,Bavaria,81925,48.1741094,11.6291264,ChIJB17ucl91nkcRA_tXwTVM-Y0
Fronda Pasaje,https://guide.michelin.com/en/catalunya/barcelona/restaurant/fronda-pasaje,selected,Barcelona,Spain,Banys Vells 20 Barcelona Catalonia 08003 ESP,Barcelona,Catalonia,08003,41.384023,2.1815535,ChIJv38X5EajpBIRFl-DTTyEUYw
Fuhrmann,https://guide.michelin.com/en/vienna/wien/restaurant/fuhrmann,selected,Vienna,Austria,Fuhrmannsgasse 9 Vienna Vienna 1080 AUT,Vienna,Vienna,1080,48.2108016,16.3479368,ChIJj4KSBusHbUcRKpXG_o93TZc
Fuje,https://guide.michelin.com/en/seoul-capital-area/kr-seoul/restaurant/fuje,selected,Seoul,South Korea,"2F, 21 Nonhyeon-ro 24-gil, Gangnam-gu Seoul Seoul Capital Area 06302 KOR",Seoul,Seoul Capital Area,06302,37.4820782,127.0447357,ChIJqTgxIkGnfDURqFKbw1B1VFA
GAGGEN by Choi Junho,https://guide.michelin.com/en/seoul-capital-area/kr-seoul/restaurant/gaggen,selected,Seoul,South Korea,"2F, 19-1 Apgujeong-ro 80-gil, Gangnam-gu Seoul Seoul Capital Area 06015 KOR",Seoul,Seoul Capital Area,06015,37.5245133,127.0452367,ChIJKzILV7ulfDUR4-cgf86P2s4
GINZA HABSBURG VEILCHEN,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/ginza-habsburg-veilchen,selected,Tokyo,Japan,"7F, 7-8-7 Ginza, Chuo-ku Tokyo Tokyo 104-0061 JPN",Tokyo,Tokyo,104-0061,35.669083,139.7624476,ChIJUVF_nOiLGGAR1sfhUzyKMLw
GRACE,https://guide.michelin.com/en/berlin-region/berlin/restaurant/grace474353,selected,Berlin,Germany,Kurfürstendamm 25 Berlin Berlin 10719 DEU,Berlin,Berlin,10719,52.5036817,13.3289798,ChIJ5fp1pv5QqEcR9UBN_bs25oQ
GRETA OTO Munich,https://guide.michelin.com/en/bayern/mnchen/restaurant/greta-oto-im-konigshof,selected,Munich,Germany,Karlsplatz 25 Munich Bavaria 80335 DEU,Munich,Bavaria,80335,48.1395943,11.5646008,ChIJzfm-SQB1nkcRgc5yxcwCZcw
Gainn,https://guide.michelin.com/en/lazio/roma/restaurant/gainn,selected,Rome,Italy,via dei Mille 18 Rome Lazio 00185 ITA,Rome,Lazio,00185,41.9038116,12.5033291,ChIJn2fIz6JhLxMReikrYkgDO3M
Galleria,https://guide.michelin.com/en/bayern/mnchen/restaurant/galleria,selected,Munich,Germany,Sparkassenstraße 11 Munich Bavaria 80331 DEU,Munich,Bavaria,80331,48.1373447,11.577996,ChIJAdkYB4t1nkcRt1ysfVdCS44
Garden-Restaurant,https://guide.michelin.com/en/bayern/mnchen/restaurant/garden-restaurant,selected,Munich,Germany,Promenadeplatz 2 Munich Bavaria 80333 DEU,Munich,Bavaria,80333,48.140346,11.5734138,ChIJP-53e_N1nkcRqDPULqs478k
Garlic,https://guide.michelin.com/en/bangkok-region/bangkok/restaurant/garlic,selected,Bangkok,Thailand,"44 Soi Chotiwat, Bang Sue Bangkok Bangkok Region 10800 THA",Bangkok,Bangkok Region,10800,13.8169666,100.5372338,ChIJJ5rukEWd4jARKqBADtB6K4Q
The Garrison,https://guide.michelin.com/en/greater-london/london/restaurant/garrison207490,selected,London,United Kingdom,"99-101 Bermondsey Street, Southwark London Greater London SE1 3XB GBR",London,Greater London,SE1 3XB,51.5007409871073,-0.0817008960041224,ChIJq-3ryUQDdkgRSZrC9yowifE
Gasthaus Stern,https://guide.michelin.com/en/vienna/wien/restaurant/gasthaus-stern-1215810,selected,Vienna,Austria,Braunhubergasse 6 Vienna Vienna 1110 AUT,Vienna,Vienna,1110,48.1712295,16.4172284,ChIJWeVkGx2qbUcRVPhxNOvWKNw
Gebr. Hartering,https://guide.michelin.com/en/noord-holland/amsterdam/restaurant/gebr-hartering,selected,Amsterdam,Netherlands,Peperstraat 10hs Amsterdam Noord-Holland 1011 TL NLD,Amsterdam,Noord-Holland,1011 TL,52.3716712,4.9075709,ChIJEXLqWbsJxkcRoTejbwhM05A
Gemellus,https://guide.michelin.com/en/ile-de-france/paris/restaurant/gemellus,selected,Paris,France,37 avenue Duquesne Paris Ile-de-France 75007 FRA,Paris,Ile-de-France,75007,48.8516649,2.3105913,ChIJDdlHVC9w5kcRAnOrwjpqu6k
Gen (Vadhana),https://guide.michelin.com/en/bangkok-region/bangkok/restaurant/gen,selected,Bangkok,Thailand,"Vibes Ekkamai, 267/31 Soi Sukhumvit 63, Khlong Tan Nuea, Vadhana Bangkok Bangkok Region 10110 THA",Bangkok,Bangkok Region,10110,13.7342334,100.587083,ChIJkRyoDU2e4jARsXTtWOVhy3Q
Gendaisaryo Ginza Fugetsudo,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/gendaisaryo-ginza-fugetsudo,selected,Tokyo,Japan,"2F, 6-6-1 Ginza, Chuo-ku Tokyo Tokyo 104-0061 JPN",Tokyo,Tokyo,104-0061,35.6710693,139.7626123,ChIJw6iJzxqLGGARUutTr9nQcoI
Giano,https://guide.michelin.com/en/lazio/roma/restaurant/giano,selected,Rome,Italy,via Liguria 28 Rome Lazio 00187 ITA,Rome,Lazio,00187,41.9062203,12.4885152,ChIJS_LpFaphLxMRcB11MjvNHPM
Giglio Trattoria Fiorentina,https://guide.michelin.com/en/bangkok-region/bangkok/restaurant/giglio-trattoria-fiorentina,selected,Bangkok,Thailand,"149 Soi Sathon 12, Si Lom, Bang Rak Bangkok Bangkok Region 10500 THA",Bangkok,Bangkok Region,10500,13.7227599,100.525921,ChIJV_2ee_yZ4jAR4XtaQHThZKE
Ginza Adachi Naoto,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/ginza-adachi-naoto,selected,Tokyo,Japan,"2F, 7-6-5 Ginza, Chuo-ku Tokyo Tokyo 104-0061 JPN",Tokyo,Tokyo,104-0061,35.6697444,139.7619383,ChIJoaFBu-iLGGARmSlPxpoA6ho
Ginza Nominokoji Yamagishi,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/ginza-nominokoji-yamagishi,selected,Tokyo,Japan,"10F, 7-3-6 Ginza, Chuo-ku Tokyo Tokyo 104-0061 JPN",Tokyo,Tokyo,104-0061,35.6703416,139.7606907,ChIJf6XJUCyLGGARwS7dO2FRe9E
Ginza St James's,https://guide.michelin.com/en/greater-london/london/restaurant/ginza-onodera,selected,London,United Kingdom,"15 Bury Street, St James’s London Greater London SW1Y 6AL GBR",London,Greater London,SW1Y 6AL,51.5072878,-0.1387596999999999,ChIJb_ccUtYEdkgRma0-dSpseFk
Ginza Sushi Ichi,https://guide.michelin.com/en/bangkok-region/bangkok/restaurant/ginza-sushi-ichi,selected,Bangkok,Thailand,"3F, Gaysorn Village, 999 Phloen Chit Road, Lumphini, Pathum Wan Bangkok Bangkok Region 10330 THA",Bangkok,Bangkok Region,10330,13.7448063,100.5405927,ChIJbXUt8DOf4jARorr_XaFh6NU
Ginza Sushi Ichidai Yugo,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/ginza-sushi-ichidai-yugo,selected,Tokyo,Japan,"4-14-15 Ginza, Chuo-ku Tokyo Tokyo 104-0061 JPN",Tokyo,Tokyo,104-0061,35.6706785,139.7632248,ChIJlWHaCIqLGGARWQJhPnaV8zs
Ginza Toyoda,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/ginza-toyoda,selected,Tokyo,Japan,"2F, 7-5-4 Ginza, Chuo-ku Tokyo Tokyo 104-0061 JPN",Tokyo,Tokyo,104-0061,35.6701241,139.7616248,ChIJYyootOiLGGARj6y7fVpGVUw
Ginza Yondaime TAKAHASHIYA,https://guide.michelin.com/en/tokyo-region/tokyo/restaurant/ginza-yondaime-takahashiya,selected,Tokyo,Japan,"4F, 4-12-1 Ginza, Chuo-ku Tokyo Tokyo 104-0061 JPN",Tokyo,Tokyo,104-0061,35.6701628,139.7679425,ChIJqVnpz-mLGGARYj2yNsEA07s
Gioia,https://guide.michelin.com/en/comunidad-de-madrid/madrid/restaurant/gioia,selected,Madrid,Spain,San Bartolomé 23 Madrid Community of Madrid 28004 ESP,Madrid,Community of Madrid,28004,40.4221472,-3.6983917,ChIJt3aaDYYoQg0RWaJF5Kwm26g
Giulia,https://guide.michelin.com/en/greater-london/london/restaurant/giulia,selected,London,United Kingdom,"77 Askew Road, Shepherd's Bush London Greater London W12 9AH GBR",London,Greater London,W12 9AH,51.5041143,-0.2434161,ChIJU9GMeq0PdkgRD7sEkK4r0z4
GiwaKang,https://guide.michelin.com/en/seoul-capital-area/kr-seoul/restaurant/giwakang,selected,Seoul,South Korea,"4F, 9 Nonhyeon-ro 152-gil, Gangnam-gu Seoul Seoul Capital Area 06025 KOR",Seoul,Seoul Capital Area,06025,37.5210768,127.0289385,ChIJvw75L8mjfDURSr7jm2tfq4U
Glasswing,https://guide.michelin.com/en/vienna/wien/restaurant/glasswing,selected,Vienna,Austria,Kärntner Ring 8 Vienna Vienna 1010 AUT,Vienna,Vienna,1010,48.201709,16.3710315,ChIJu7HT7lcHbUcRNhssXDUwWsI
Gochiso nene,https://guide.michelin.com/en/osaka-region/osaka/restaurant/gochiso-nene,selected,Osaka,Japan,"2F, 5-3-22 Tenjimbashi, Kita-ku Osaka Osaka 530-0041 JPN",Osaka,Osaka,530-0041,34.7077641,135.5122428,ChIJ0cbnvbjmAGARIRU3wUhmoXk
Good morning Hongkong,https://guide.michelin.com/en/busan-region/busan_1025838/restaurant/good-morning-hongkong,selected,Busan,South Korea,"19 Seojeon-ro 47 beon-gil, Busanjin-gu Busan Busan 47247 KOR",Busan,Busan,47247,35.158756,129.0644341,ChIJ1a4XlWbraDURgVLbg5i_dHM
